what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392657484645
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392657501174
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392657501221
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392657502517
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392657506266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657513937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657515671
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392657518404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657523044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657523419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1392657533510
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392657536900
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392657539525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657549897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657550007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657560832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392657560973
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392657589451
